Thread, Chamada, T(k), Jitter(k)
Simulacao, 1948, 0.010171, 0.000171
Simulacao, 1949, 0.010204, 0.000204
Simulacao, 1950, 0.010412, 0.000412
Simulacao, 1951, 0.010437, 0.000437
Simulacao, 1952, 0.010396, 0.000396
Simulacao, 1953, 0.010459, 0.000459
Simulacao, 1954, 0.010368, 0.000368
Simulacao, 1955, 0.010181, 0.000181
Simulacao, 1956, 0.010473, 0.000473
Simulacao, 1957, 0.010463, 0.000463
Simulacao, 1958, 0.010389, 0.000389
Simulacao, 1959, 0.010263, 0.000263
Simulacao, 1960, 0.010488, 0.000488
Simulacao, 1961, 0.010392, 0.000392
Simulacao, 1962, 0.010243, 0.000243
Simulacao, 1963, 0.010451, 0.000451
Simulacao, 1964, 0.010363, 0.000363
Simulacao, 1965, 0.010521, 0.000521
Simulacao, 1966, 0.010395, 0.000395
Simulacao, 1967, 0.010237, 0.000237
Simulacao, 1968, 0.010512, 0.000512
Simulacao, 1969, 0.010222, 0.000222
Simulacao, 1970, 0.010273, 0.000273
Simulacao, 1971, 0.010416, 0.000416
Simulacao, 1972, 0.010399, 0.000399
Simulacao, 1973, 0.010175, 0.000175
Simulacao, 1974, 0.010308, 0.000308
Simulacao, 1975, 0.010375, 0.000375
Simulacao, 1976, 0.010376, 0.000376
Simulacao, 1977, 0.010432, 0.000432
Simulacao, 1978, 0.010205, 0.000205
Simulacao, 1979, 0.010228, 0.000228
Simulacao, 1980, 0.010444, 0.000444
Simulacao, 1981, 0.010369, 0.000369
Simulacao, 1982, 0.010352, 0.000352
Simulacao, 1983, 0.010473, 0.000473
Simulacao, 1984, 0.010470, 0.000470
Simulacao, 1985, 0.010203, 0.000203
Simulacao, 1986, 0.010392, 0.000392
Simulacao, 1987, 0.010520, 0.000520
Simulacao, 1988, 0.010429, 0.000429
Simulacao, 1989, 0.010490, 0.000490
Simulacao, 1990, 0.010489, 0.000489
Simulacao, 1991, 0.010329, 0.000329
Simulacao, 1992, 0.010465, 0.000465
Simulacao, 1993, 0.010489, 0.000489
Simulacao, 1994, 0.010447, 0.000447
Simulacao, 1995, 0.010345, 0.000345
Simulacao, 1996, 0.010365, 0.000365
Simulacao, 1997, 0.010417, 0.000417
Simulacao, 1998, 0.010195, 0.000195
Simulacao, 1999, 0.010209, 0.000209
Simulacao, 2000, 0.010363, 0.000363
