Tempo, Posicao X, Posicao Y, Orientacao
14.220000, -2.278556, 4.315865, 7.231328
14.250000, -2.260908, 4.340124, 7.212478
14.280000, -2.242805, 4.364046, 7.193629
14.310000, -2.224255, 4.387623, 7.174779
14.340000, -2.205264, 4.410846, 7.155929
14.370000, -2.185838, 4.433707, 7.137080
14.400000, -2.165985, 4.456198, 7.118230
14.430000, -2.152516, 4.470982, 7.105664
14.460000, -2.131966, 4.492838, 7.086814
14.490000, -2.111008, 4.514303, 7.067965
14.520000, -2.089649, 4.535369, 7.049115
14.550000, -2.067897, 4.556029, 7.030266
14.580000, -2.045760, 4.576275, 7.011416
14.610000, -2.023244, 4.596100, 6.992567
14.640000, -2.000359, 4.615497, 6.973717
14.670000, -1.977113, 4.634460, 6.954867
14.700000, -1.953513, 4.652981, 6.936018
14.730000, -1.929568, 4.671054, 6.917168
14.760000, -1.905287, 4.688672, 6.898319
14.790000, -1.880678, 4.705829, 6.879469
14.820000, -1.855751, 4.722520, 6.860620
14.850000, -1.830513, 4.738738, 6.841770
14.880000, -1.813519, 4.749284, 6.829204
14.910000, -1.787784, 4.764701, 6.810354
14.940000, -1.761763, 4.779631, 6.791505
14.970000, -1.735465, 4.794067, 6.772655
15.000000, -1.708900, 4.808005, 6.753806
15.030000, -1.682077, 4.821439, 6.734956
15.060000, -1.655005, 4.834366, 6.716106
15.090000, -1.627695, 4.846780, 6.697257
15.120000, -1.600155, 4.858678, 6.678407
15.150000, -1.572396, 4.870054, 6.659558
15.180000, -1.544428, 4.880904, 6.640708
15.210000, -1.516260, 4.891226, 6.621859
15.240000, -1.487902, 4.901015, 6.603009
15.270000, -1.459365, 4.910268, 6.584160
15.300000, -1.430659, 4.918981, 6.565310
15.330000, -1.401793, 4.927152, 6.546460
15.360000, -1.372779, 4.934777, 6.527611
15.390000, -1.343626, 4.941854, 6.508761
15.420000, -1.314345, 4.948380, 6.489912
15.450000, -1.294758, 4.952423, 6.477345
15.480000, -1.265286, 4.958026, 6.458496
15.510000, -1.235714, 4.963073, 6.439646
15.540000, -1.206052, 4.967561, 6.420797
15.570000, -1.176311, 4.971490, 6.401947
15.600000, -1.146501, 4.974857, 6.383098
15.630000, -1.116633, 4.977662, 6.364248
15.660000, -1.086717, 4.979903, 6.345399
15.690000, -1.056764, 4.981580, 6.326549
15.720000, -1.026785, 4.982692, 6.307699
15.750000, -0.996791, 4.983239, 6.288850
15.780000, -0.966791, 4.983221, 6.270000
15.810000, -0.936797, 4.982637, 6.251151
15.840000, -0.906819, 4.981487, 6.232301
15.870000, -0.876869, 4.979773, 6.213452
15.900000, -0.856922, 4.978317, 6.200885
15.930000, -0.827040, 4.975663, 6.182036
15.960000, -0.797213, 4.972446, 6.163186
15.990000, -0.767453, 4.968668, 6.144337
16.020000, -0.737768, 4.964329, 6.125487
16.050000, -0.708171, 4.959432, 6.106637
16.080000, -0.678672, 4.953978, 6.087788
16.110000, -0.649280, 4.947968, 6.068938
16.140000, -0.620007, 4.941406, 6.050089
16.170000, -0.590863, 4.934293, 6.031239
16.200000, -0.561858, 4.926632, 6.012390
16.230000, -0.533003, 4.918426, 5.993540
16.260000, -0.504307, 4.909677, 5.974691
16.290000, -0.475781, 4.900389, 5.955841
16.320000, -0.447436, 4.890565, 5.936991
16.350000, -0.419281, 4.880208, 5.918142
16.380000, -0.391326, 4.869323, 5.899292
16.410000, -0.363581, 4.857913, 5.880443
16.440000, -0.336056, 4.845981, 5.861593
16.470000, -0.308761, 4.833533, 5.842744
16.500000, -0.290697, 4.824950, 5.830177
16.530000, -0.263806, 4.811651, 5.811328
16.560000, -0.237171, 4.797847, 5.792478
16.590000, -0.210800, 4.783544, 5.773629
16.620000, -0.184704, 4.768746, 5.754779
16.650000, -0.158892, 4.753459, 5.735930
16.680000, -0.133372, 4.737688, 5.717080
16.710000, -0.108154, 4.721439, 5.698230
16.740000, -0.083247, 4.704718, 5.679381
16.770000, -0.058659, 4.687530, 5.660531
16.800000, -0.034400, 4.669881, 5.641682
