Thread, Chamada, T(k), Jitter(k)
Simulacao, 1948, 0.010408, 0.000408
Simulacao, 1949, 0.010193, 0.000193
Simulacao, 1950, 0.010402, 0.000402
Simulacao, 1951, 0.010407, 0.000407
Simulacao, 1952, 0.010185, 0.000185
Simulacao, 1953, 0.010219, 0.000219
Simulacao, 1954, 0.010132, 0.000132
Simulacao, 1955, 0.010186, 0.000186
Simulacao, 1956, 0.010103, 0.000103
Simulacao, 1957, 0.010338, 0.000338
Simulacao, 1958, 0.010292, 0.000292
Simulacao, 1959, 0.010164, 0.000164
Simulacao, 1960, 0.010110, 0.000110
Simulacao, 1961, 0.010211, 0.000211
Simulacao, 1962, 0.010179, 0.000179
Simulacao, 1963, 0.010350, 0.000350
Simulacao, 1964, 0.010187, 0.000187
Simulacao, 1965, 0.010180, 0.000180
Simulacao, 1966, 0.010166, 0.000166
Simulacao, 1967, 0.010181, 0.000181
Simulacao, 1968, 0.010099, 0.000099
Simulacao, 1969, 0.010135, 0.000135
Simulacao, 1970, 0.010172, 0.000172
Simulacao, 1971, 0.010182, 0.000182
Simulacao, 1972, 0.010127, 0.000127
Simulacao, 1973, 0.010181, 0.000181
Simulacao, 1974, 0.010179, 0.000179
Simulacao, 1975, 0.010192, 0.000192
Simulacao, 1976, 0.010215, 0.000215
Simulacao, 1977, 0.010210, 0.000210
Simulacao, 1978, 0.010180, 0.000180
Simulacao, 1979, 0.010353, 0.000353
Simulacao, 1980, 0.010407, 0.000407
Simulacao, 1981, 0.010126, 0.000126
Simulacao, 1982, 0.010383, 0.000383
Simulacao, 1983, 0.010160, 0.000160
Simulacao, 1984, 0.010074, 0.000074
Simulacao, 1985, 0.010177, 0.000177
Simulacao, 1986, 0.010377, 0.000377
Simulacao, 1987, 0.010377, 0.000377
Simulacao, 1988, 0.010388, 0.000388
Simulacao, 1989, 0.010136, 0.000136
Simulacao, 1990, 0.010406, 0.000406
Simulacao, 1991, 0.010404, 0.000404
Simulacao, 1992, 0.010406, 0.000406
Simulacao, 1993, 0.010429, 0.000429
Simulacao, 1994, 0.010405, 0.000405
Simulacao, 1995, 0.010403, 0.000403
Simulacao, 1996, 0.010394, 0.000394
Simulacao, 1997, 0.010401, 0.000401
Simulacao, 1998, 0.010409, 0.000409
Simulacao, 1999, 0.010138, 0.000138
Simulacao, 2000, 0.010407, 0.000407
