Tempo, Posicao X, Posicao Y, Orientacao
7.770000, 0.981655, 0.743894, 7.600000
7.800000, 0.988902, 0.773005, 7.630000
7.830000, 0.995272, 0.802320, 7.660000
7.860000, 1.000761, 0.831812, 7.690000
7.890000, 1.005362, 0.861456, 7.720000
7.920000, 1.009072, 0.891225, 7.750000
7.950000, 1.011887, 0.921092, 7.780000
7.980000, 1.013805, 0.951029, 7.810000
8.010000, 1.014584, 0.971014, 7.830000
8.040000, 1.015004, 1.001010, 7.860000
8.070000, 1.014523, 1.031005, 7.890000
8.100000, 1.013143, 1.060972, 7.920000
8.130000, 1.010865, 1.090885, 7.950000
8.160000, 1.007690, 1.120715, 7.980000
8.190000, 1.003623, 1.150437, 8.010000
8.220000, 0.998665, 1.180024, 8.040000
8.250000, 0.992822, 1.209448, 8.070000
8.280000, 0.986099, 1.238684, 8.100000
8.310000, 0.978503, 1.267706, 8.130000
8.340000, 0.970039, 1.296486, 8.160000
8.370000, 0.960716, 1.324999, 8.190000
8.400000, 0.950541, 1.353220, 8.220000
8.430000, 0.939525, 1.381123, 8.250000
8.460000, 0.927677, 1.408683, 8.280000
8.490000, 0.915007, 1.435876, 8.310000
8.520000, 0.906110, 1.453788, 8.330000
8.550000, 0.892098, 1.480313, 8.360000
8.580000, 0.877295, 1.506406, 8.390000
8.610000, 0.861717, 1.532043, 8.420000
8.640000, 0.845377, 1.557201, 8.450000
8.670000, 0.828290, 1.581858, 8.480000
8.700000, 0.810470, 1.605991, 8.510000
8.730000, 0.791935, 1.629579, 8.540000
8.760000, 0.772701, 1.652600, 8.570000
8.790000, 0.752785, 1.675034, 8.600000
8.820000, 0.732204, 1.696861, 8.630000
8.850000, 0.710979, 1.718060, 8.660000
8.880000, 0.689127, 1.738613, 8.690000
8.910000, 0.666668, 1.758501, 8.720000
8.940000, 0.643623, 1.777707, 8.750000
8.970000, 0.620012, 1.796213, 8.780000
9.000000, 0.595857, 1.814003, 8.810000
9.030000, 0.579462, 1.825456, 8.830000
9.060000, 0.554447, 1.842016, 8.860000
9.090000, 0.528948, 1.857818, 8.890000
9.120000, 0.502985, 1.872848, 8.920000
9.150000, 0.476584, 1.887093, 8.950000
9.180000, 0.449767, 1.900539, 8.980000
9.210000, 0.422559, 1.913175, 9.010000
9.240000, 0.394985, 1.924989, 9.040000
9.270000, 0.367068, 1.935971, 9.070000
9.300000, 0.338834, 1.946110, 9.100000
9.330000, 0.310309, 1.955398, 9.130000
9.360000, 0.281519, 1.963826, 9.160000
9.390000, 0.252488, 1.971386, 9.190000
9.420000, 0.223244, 1.978073, 9.220000
9.450000, 0.193812, 1.983879, 9.250000
9.480000, 0.164219, 1.988800, 9.280000
9.510000, 0.134492, 1.992831, 9.310000
9.540000, 0.114613, 1.995022, 9.330000
9.570000, 0.084722, 1.997562, 9.360000
9.600000, 0.054768, 1.999205, 9.390000
9.630000, 0.024778, 1.999948, 9.420000
9.660000, -0.005221, 1.999791, 9.450000
9.690000, -0.035201, 1.998735, 9.480000
9.720000, -0.065136, 1.996780, 9.510000
9.750000, -0.094999, 1.993928, 9.540000
9.780000, -0.124764, 1.990181, 9.570000
9.810000, -0.154402, 1.985543, 9.600000
9.840000, -0.183888, 1.980018, 9.630000
9.870000, -0.213195, 1.973611, 9.660000
9.900000, -0.242296, 1.966329, 9.690000
9.930000, -0.271166, 1.958176, 9.720000
9.960000, -0.299779, 1.949161, 9.750000
9.990000, -0.328108, 1.939292, 9.780000
10.020000, -0.346824, 1.932243, 9.800000
10.050000, -0.374805, 1.921424, 9.781150
10.080000, -0.402985, 1.911135, 9.762301
10.110000, -0.431354, 1.901378, 9.743451
10.140000, -0.459901, 1.892158, 9.724602
10.170000, -0.488618, 1.883478, 9.705752
10.200000, -0.517493, 1.875341, 9.686903
10.230000, -0.546516, 1.867749, 9.668053
10.260000, -0.575677, 1.860706, 9.649204
10.290000, -0.604965, 1.854213, 9.630354
10.320000, -0.634371, 1.848274, 9.611504
10.350000, -0.663884, 1.842890, 9.592655
10.380000, -0.693493, 1.838064, 9.573805
10.410000, -0.723187, 1.833796, 9.554956
10.440000, -0.752957, 1.830089, 9.536106
10.470000, -0.782791, 1.826943, 9.517257
10.500000, -0.812679, 1.824360, 9.498407
10.530000, -0.842611, 1.822342, 9.479558
10.560000, -0.872575, 1.820887, 9.460708
10.590000, -0.902562, 1.819998, 9.441858
10.620000, -0.932559, 1.819674, 9.423009
10.650000, -0.962558, 1.819916, 9.404159
10.680000, -0.982552, 1.820391, 9.391593
10.710000, -1.012529, 1.821575, 9.372743
10.740000, -1.042477, 1.823323, 9.353894
10.770000, -1.072387, 1.825636, 9.335044
10.800000, -1.102249, 1.828512, 9.316195
10.830000, -1.132051, 1.831950, 9.297345
10.860000, -1.161783, 1.835950, 9.278496
10.890000, -1.191434, 1.840509, 9.259646
10.920000, -1.220994, 1.845626, 9.240797
10.950000, -1.250452, 1.851300, 9.221947
10.980000, -1.279798, 1.857527, 9.203097
11.010000, -1.309021, 1.864307, 9.184248
11.040000, -1.338112, 1.871636, 9.165398
11.070000, -1.367059, 1.879513, 9.146549
11.100000, -1.395853, 1.887933, 9.127699
11.130000, -1.424482, 1.896895, 9.108850
11.160000, -1.452938, 1.906395, 9.090000
11.190000, -1.481210, 1.916429, 9.071151
11.220000, -1.509287, 1.926995, 9.052301
11.250000, -1.537161, 1.938088, 9.033451
11.280000, -1.564820, 1.949704, 9.014602
11.310000, -1.592255, 1.961840, 8.995752
11.340000, -1.619457, 1.974490, 8.976903
11.370000, -1.637457, 1.983208, 8.964336
11.400000, -1.664248, 1.996707, 8.945487
11.430000, -1.690780, 2.010708, 8.926637
11.460000, -1.717043, 2.025207, 8.907788
11.490000, -1.743029, 2.040198, 8.888938
11.520000, -1.768727, 2.055677, 8.870089
11.550000, -1.794129, 2.071637, 8.851239
11.580000, -1.819225, 2.088073, 8.832389
11.610000, -1.844007, 2.104979, 8.813540
11.640000, -1.868467, 2.122349, 8.794690
11.670000, -1.892594, 2.140177, 8.775841
11.700000, -1.916381, 2.158457, 8.756991
11.730000, -1.939819, 2.177182, 8.738142
11.760000, -1.962901, 2.196345, 8.719292
11.790000, -1.985617, 2.215940, 8.700443
11.820000, -2.007959, 2.235960, 8.681593
11.850000, -2.029920, 2.256397, 8.662743
11.880000, -2.051492, 2.277245, 8.643894
11.910000, -2.072668, 2.298495, 8.625044
11.940000, -2.093439, 2.320141, 8.606195
11.970000, -2.113798, 2.342174, 8.587345
12.000000, -2.133739, 2.364588, 8.568496
12.030000, -2.153253, 2.387373, 8.549646
12.060000, -2.166023, 2.402765, 8.537080
12.090000, -2.184812, 2.426152, 8.518230
12.120000, -2.203157, 2.449889, 8.499381
12.150000, -2.221051, 2.473968, 8.480531
12.180000, -2.238489, 2.498379, 8.461682
12.210000, -2.255463, 2.523115, 8.442832
12.240000, -2.271968, 2.548166, 8.423982
12.270000, -2.287997, 2.573524, 8.405133
12.300000, -2.303546, 2.599179, 8.386283
12.330000, -2.318609, 2.625123, 8.367434
12.360000, -2.333180, 2.651347, 8.348584
12.390000, -2.347254, 2.677840, 8.329735
12.420000, -2.360826, 2.704594, 8.310885
12.450000, -2.373892, 2.731599, 8.292036
12.480000, -2.386446, 2.758845, 8.273186
12.510000, -2.398484, 2.786324, 8.254336
12.540000, -2.410003, 2.814024, 8.235487
12.570000, -2.420997, 2.841936, 8.216637
12.600000, -2.431463, 2.870051, 8.197788
12.630000, -2.441398, 2.898358, 8.178938
12.660000, -2.450797, 2.926847, 8.160089
12.690000, -2.459657, 2.955508, 8.141239
12.720000, -2.467976, 2.984332, 8.122390
12.750000, -2.475750, 3.013306, 8.103540
12.780000, -2.482976, 3.042423, 8.084690
12.810000, -2.489652, 3.071670, 8.065841
12.840000, -2.495776, 3.101038, 8.046991
12.870000, -2.501345, 3.130516, 8.028142
12.900000, -2.504749, 3.150224, 8.015575
12.930000, -2.509390, 3.179863, 7.996726
12.960000, -2.513471, 3.209583, 7.977876
12.990000, -2.516991, 3.239376, 7.959027
13.020000, -2.519949, 3.269229, 7.940177
13.050000, -2.522344, 3.299133, 7.921328
13.080000, -2.524174, 3.329077, 7.902478
13.110000, -2.525440, 3.359050, 7.883628
13.140000, -2.526141, 3.389041, 7.864779
13.170000, -2.526277, 3.419040, 7.845929
13.200000, -2.525847, 3.449037, 7.827080
13.230000, -2.524851, 3.479020, 7.808230
13.260000, -2.523291, 3.508979, 7.789381
13.290000, -2.521166, 3.538903, 7.770531
13.320000, -2.518478, 3.568782, 7.751682
13.350000, -2.515227, 3.598605, 7.732832
13.380000, -2.511414, 3.628361, 7.713982
13.410000, -2.508561, 3.648157, 7.701416
13.440000, -2.503816, 3.677779, 7.682567
13.470000, -2.498513, 3.707306, 7.663717
13.500000, -2.492654, 3.736728, 7.644867
13.530000, -2.486242, 3.766034, 7.626018
13.560000, -2.479279, 3.795214, 7.607168
13.590000, -2.471767, 3.824258, 7.588319
13.620000, -2.463709, 3.853155, 7.569469
13.650000, -2.455108, 3.881896, 7.550620
13.680000, -2.445966, 3.910468, 7.531770
13.710000, -2.436288, 3.938864, 7.512921
13.740000, -2.426076, 3.967072, 7.494071
13.770000, -2.415334, 3.995083, 7.475221
13.800000, -2.404066, 4.022886, 7.456372
13.830000, -2.392277, 4.050471, 7.437522
13.860000, -2.379969, 4.077830, 7.418673
13.890000, -2.367148, 4.104952, 7.399823
13.920000, -2.353817, 4.131827, 7.380974
13.950000, -2.339983, 4.158447, 7.362124
13.980000, -2.325650, 4.184800, 7.343275
14.010000, -2.310822, 4.210879, 7.324425
14.040000, -2.295505, 4.236674, 7.305575
14.070000, -2.279705, 4.262176, 7.286726
14.100000, -2.263427, 4.287375, 7.267876
14.130000, -2.246677, 4.312263, 7.249027
14.160000, -2.229460, 4.336831, 7.230177
14.190000, -2.217727, 4.353027, 7.217611
14.220000, -2.199748, 4.377042, 7.198761
14.250000, -2.181319, 4.400714, 7.179912
14.280000, -2.162447, 4.424034, 7.161062
14.310000, -2.143139, 4.446994, 7.142213
14.340000, -2.123402, 4.469587, 7.123363
14.370000, -2.103242, 4.491803, 7.104514
14.400000, -2.082667, 4.513636, 7.085664
14.430000, -2.061685, 4.535076, 7.066814
14.460000, -2.040302, 4.556118, 7.047965
14.490000, -2.018526, 4.576752, 7.029115
14.520000, -1.996365, 4.596973, 7.010266
14.550000, -1.973827, 4.616772, 6.991416
14.580000, -1.950919, 4.636143, 6.972567
14.610000, -1.927651, 4.655079, 6.953717
14.640000, -1.904030, 4.673573, 6.934867
14.670000, -1.880065, 4.691618, 6.916018
14.700000, -1.855763, 4.709208, 6.897168
14.730000, -1.839380, 4.720679, 6.884602
14.760000, -1.814538, 4.737498, 6.865752
14.790000, -1.789384, 4.753845, 6.846903
14.820000, -1.763925, 4.769715, 6.828053
14.850000, -1.738173, 4.785102, 6.809204
14.880000, -1.712135, 4.800002, 6.790354
14.910000, -1.685820, 4.814408, 6.771505
14.940000, -1.659239, 4.828315, 6.752655
14.970000, -1.632400, 4.841719, 6.733806
15.000000, -1.605314, 4.854614, 6.714956
15.030000, -1.577989, 4.866997, 6.696106
15.060000, -1.550436, 4.878863, 6.677257
15.090000, -1.522664, 4.890207, 6.658407
15.120000, -1.504032, 4.897478, 6.645841
15.150000, -1.475918, 4.907944, 6.626991
15.180000, -1.447611, 4.917878, 6.608142
15.210000, -1.419121, 4.927278, 6.589292
15.240000, -1.390460, 4.936138, 6.570443
15.270000, -1.361637, 4.944457, 6.551593
15.300000, -1.332662, 4.952231, 6.532744
15.330000, -1.303546, 4.959457, 6.513894
15.360000, -1.274299, 4.966133, 6.495045
15.390000, -1.244931, 4.972257, 6.476195
15.420000, -1.215453, 4.977826, 6.457345
15.450000, -1.185875, 4.982839, 6.438496
15.480000, -1.156208, 4.987293, 6.419646
15.510000, -1.126462, 4.991187, 6.400797
15.540000, -1.096648, 4.994520, 6.381947
15.570000, -1.076739, 4.996430, 6.369381
15.600000, -1.046836, 4.998825, 6.350531
15.630000, -1.016892, 5.000655, 6.331682
15.660000, -0.986919, 5.001921, 6.312832
15.690000, -0.956928, 5.002622, 6.293983
15.720000, -0.926928, 5.002758, 6.275133
15.750000, -0.896932, 5.002328, 6.256283
15.780000, -0.866949, 5.001332, 6.237434
15.810000, -0.836990, 4.999772, 6.218584
15.840000, -0.807065, 4.997647, 6.199735
15.870000, -0.777186, 4.994959, 6.180885
15.900000, -0.747364, 4.991708, 6.162036
15.930000, -0.717607, 4.987895, 6.143186
15.960000, -0.687928, 4.983522, 6.124337
15.990000, -0.658336, 4.978591, 6.105487
16.020000, -0.628843, 4.973103, 6.086637
16.050000, -0.599459, 4.967059, 6.067788
16.080000, -0.570193, 4.960463, 6.048938
16.110000, -0.541057, 4.953317, 6.030089
16.140000, -0.512061, 4.945623, 6.011239
16.170000, -0.483215, 4.937383, 5.992390
16.200000, -0.454530, 4.928601, 5.973540
16.230000, -0.426015, 4.919281, 5.954691
16.260000, -0.397681, 4.909424, 5.935841
16.290000, -0.369537, 4.899035, 5.916991
16.320000, -0.350886, 4.891815, 5.904425
16.350000, -0.323083, 4.880547, 5.885576
16.380000, -0.295497, 4.868757, 5.866726
16.410000, -0.268138, 4.856450, 5.847876
16.440000, -0.241017, 4.843628, 5.829027
16.470000, -0.214141, 4.830298, 5.810177
16.500000, -0.187522, 4.816464, 5.791328
16.530000, -0.161168, 4.802130, 5.772478
16.560000, -0.135089, 4.787303, 5.753629
16.590000, -0.109294, 4.771986, 5.734779
16.620000, -0.083793, 4.756186, 5.715930
16.650000, -0.058593, 4.739908, 5.697080
16.680000, -0.033706, 4.723158, 5.678230
16.710000, -0.009138, 4.705941, 5.659381
16.740000, 0.015101, 4.688265, 5.640531
16.770000, 0.039003, 4.670135, 5.621682
16.800000, 0.062558, 4.651558, 5.602832
16.830000, 0.085759, 4.632540, 5.583983
16.860000, 0.108598, 4.613088, 5.565133
16.890000, 0.131066, 4.593209, 5.546284
16.920000, 0.153155, 4.572910, 5.527434
